,Live Spectrum 26-10-2023 13:29:46,Live Spectrum 26-10-2023 13:29:48,Live Spectrum 26-10-2023 13:29:49,Live Spectrum 26-10-2023 13:29:49,Live Spectrum 26-10-2023 13:29:49,Live Spectrum 26-10-2023 13:29:50,Live Spectrum 26-10-2023 13:29:50,Live Spectrum 26-10-2023 13:29:50,Live Spectrum 26-10-2023 13:29:50,Live Spectrum 26-10-2023 13:29:51,Live Spectrum 26-10-2023 13:29:51,Live Spectrum 26-10-2023 13:29:51,Live Spectrum 26-10-2023 13:29:51,Live Spectrum 26-10-2023 13:29:52,Live Spectrum 26-10-2023 13:29:52,Live Spectrum 26-10-2023 13:29:52,Live Spectrum 26-10-2023 13:29:52,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:53,Live Spectrum 26-10-2023 13:29:54,Live Spectrum 26-10-2023 13:29:54,Live Spectrum 26-10-2023 13:29:54,Live Spectrum 26-10-2023 13:29:54,Live Spectrum 26-10-2023 13:29:55,Live Spectrum 26-10-2023 13:29:55,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
659.6741,17.046431,17.076672,16.948886,16.948886,16.745316,16.745316,16.917636,16.917636,16.923328,16.923328,16.923328,16.252907,16.252907,16.678012,16.678012,16.678012,16.849443,16.849443,16.667636,16.667636,16.032259,16.032259,16.032259,16.233931,16.233931,16.033148,16.033148,17.220648,
659.9556,16.917168,17.122271,16.823418,16.823418,16.633188,16.633188,16.792168,16.792168,16.877729,16.877729,16.877729,16.418394,16.418394,16.915665,16.915665,16.915665,16.957832,16.957832,16.741812,16.741812,16.028521,16.028521,16.028521,16.247271,16.247271,16.630182,16.630182,17.076147,
660.2372,16.712425,17.180378,16.867878,16.867878,16.818825,16.818825,16.587425,16.587425,16.958068,16.958068,16.958068,16.908217,16.908217,16.9375,16.9375,16.9375,17.079507,17.079507,16.943825,16.943825,16.446588,16.446588,16.446588,16.25,16.25,16.632122,16.632122,17.034811,
660.5187,16.929225,17.1875,17.063009,17.063009,16.951184,16.951184,16.669934,16.669934,17.183617,17.183617,17.183617,17.237334,17.237334,17.232942,17.232942,17.232942,17.147467,17.147467,17.291051,17.291051,16.553717,16.553717,16.553717,16.25,16.25,16.839867,16.839867,17.111825,
660.8003,17.072862,17.083388,17.35403,17.35403,17.150946,17.150946,17.07792,17.07792,17.60917,17.60917,17.60917,17.229194,17.229194,17.359334,17.359334,17.359334,17.260362,17.260362,17.47389,17.47389,16.276192,16.276192,16.276192,16.354112,16.354112,16.848972,16.848972,17.098972,
661.0819,17.270137,16.911311,17.179466,17.179466,17.011113,17.011113,16.677485,16.677485,16.956753,16.956753,16.956753,17.294345,17.294345,16.921433,16.921433,16.921433,17.205655,17.205655,17.046433,17.046433,16.521128,16.521128,16.521128,16.626982,16.626982,17.39811,17.39811,17.043354,
661.3634,17.361238,16.875,17.100631,17.100631,17.114963,17.114963,16.538131,16.538131,16.903094,16.903094,16.903094,17.239394,17.239394,16.8125,16.8125,16.8125,17.090025,17.090025,16.864394,16.864394,16.59375,16.59375,16.59375,16.590025,16.590025,17.433775,17.433775,17.079988,
661.6450,17.53978,16.82792,16.95251,16.95251,17.08563,17.08563,16.46063,16.46063,16.98458,16.98458,16.98458,16.95981,16.95981,16.8125,16.8125,16.8125,17.03896,17.03896,16.79667,16.79667,16.52313,16.52313,16.52313,16.5625,16.5625,17.19439,17.19439,16.97605,
661.9266,17.525615,16.721653,16.90625,16.90625,16.676402,16.676402,16.619193,16.619193,17.113558,17.113558,17.113558,16.557037,16.557037,16.971482,16.971482,16.971482,16.985827,16.985827,16.849385,16.849385,16.454577,16.454577,16.454577,16.5625,16.5625,17.056865,17.056865,16.80123,
662.2081,17.521884,16.534313,16.490457,16.490457,16.618785,16.618785,16.818803,16.818803,17.221902,17.221902,17.221902,16.459384,16.459384,16.921831,16.921831,16.921831,16.96875,16.96875,17.071955,17.071955,16.371848,16.371848,16.371848,16.584384,16.584384,16.878063,16.878063,16.553045,
662.4897,17.615476,16.574033,16.37567,16.37567,16.803646,16.803646,16.769717,16.769717,17.12366,17.12366,17.12366,16.552976,16.552976,16.853943,16.853943,16.853943,16.96875,16.96875,17.135193,17.135193,16.638542,16.638542,16.638542,16.72009,16.72009,16.854613,16.854613,16.53192,
662.7712,17.534871,16.786839,16.46694,16.46694,16.996379,16.996379,16.597371,16.597371,16.860202,16.860202,16.860202,16.715129,16.715129,16.580762,16.580762,16.580762,17.049669,17.049669,16.720403,16.720403,16.82171,16.82171,16.82171,16.78125,16.78125,16.93569,16.93569,16.643419,
663.0528,17.332925,17.030229,16.519404,16.519404,16.926675,16.926675,16.395425,16.395425,16.652982,16.652982,16.652982,16.820057,16.820057,16.204656,16.204656,16.204656,17.190768,17.190768,16.247753,16.247753,16.882557,16.882557,16.882557,16.897672,16.897672,16.96875,16.96875,16.90094,
663.3344,17.175688,17.087844,16.865654,16.865654,16.918062,16.918062,16.702638,16.702638,16.760952,16.760952,16.760952,16.880906,16.880906,16.638417,16.638417,16.638417,17.175688,17.175688,16.298108,16.298108,16.943406,16.943406,16.943406,16.78297,16.78297,16.727236,16.727236,16.93836,
663.6159,17.125,16.884971,17.040491,17.040491,17.022009,17.022009,16.915491,16.915491,16.803989,16.803989,16.803989,16.924003,16.924003,16.924733,16.924733,16.924733,17.142753,17.142753,16.4375,16.4375,16.96875,16.96875,16.96875,16.65625,16.65625,16.598006,16.598006,17.052529,
663.8975,17.175785,16.834642,16.949215,16.949215,17.130213,17.130213,16.908857,16.908857,16.766928,16.766928,16.766928,16.971357,16.971357,16.792965,16.792965,16.792965,17.071608,17.071608,16.420572,16.420572,16.985678,16.985678,16.985678,16.639322,16.639322,16.709642,16.709642,17.39064,
664.1790,17.154333,17.115606,16.922354,16.922354,17.155291,17.155291,16.9375,16.9375,16.716833,16.716833,16.716833,16.935583,16.935583,16.717791,16.717791,16.717791,17.096626,17.096626,16.309624,16.309624,17.016104,17.016104,17.016104,16.560583,16.560583,16.877876,16.877876,17.498083,
664.4606,17.124312,17.327781,17.059747,17.059747,17.277809,17.277809,16.968062,16.968062,16.809059,16.809059,16.809059,16.936123,16.936123,16.840309,16.840309,16.840309,17.111096,17.111096,16.371559,16.371559,17.046531,17.046531,17.046531,16.591685,16.591685,17.014593,17.014593,17.162445,
664.7422,17.214082,17.170254,17.1875,17.1875,17.408584,17.408584,16.942168,16.942168,16.983208,16.983208,16.983208,17.028916,17.028916,17.115664,17.115664,17.115664,17.03125,17.03125,16.545708,16.545708,17.0625,17.0625,17.0625,16.673042,16.673042,17.019126,17.019126,16.788252,
665.0237,17.253979,16.914207,17.201136,17.201136,17.306822,17.306822,16.834093,16.834093,16.877279,16.877279,16.877279,17.103407,17.103407,17.195457,17.195457,17.195457,16.990343,16.990343,16.630678,16.630678,17.103407,17.103407,17.103407,16.669886,16.669886,17.023293,17.023293,16.742043,
665.3053,17.231564,16.959076,17.064983,17.064983,17.129052,17.129052,16.729994,16.729994,16.680308,16.680308,16.680308,17.104994,17.104994,17.022488,17.022488,17.022488,16.847802,16.847802,16.770006,16.770006,17.15625,17.15625,17.15625,16.700314,16.700314,17.119378,17.119378,16.927826,
665.5869,17.046122,16.897137,16.891721,16.891721,17.011993,17.011993,16.584293,16.584293,16.876849,16.876849,16.876849,17.247121,17.247121,16.910978,16.910978,16.910978,16.946613,16.946613,16.795779,16.795779,17.144257,17.144257,17.144257,16.790707,16.790707,16.940379,16.940379,17.033786,
665.8684,16.841645,16.575939,16.935233,16.935233,17.008905,17.008905,16.591645,16.591645,17.203044,17.203044,17.203044,17.526716,17.526716,16.979922,16.979922,16.979922,17.234294,17.234294,16.707578,16.707578,17.125,17.125,17.125,16.850389,16.850389,16.6943,16.6943,17.015706,
666.1500,17.228137,16.645898,16.926761,16.926761,16.875579,16.875579,16.843557,16.843557,17.052148,17.052148,17.052148,17.333784,17.333784,17.010352,17.010352,17.010352,17.010932,17.010932,16.656443,16.656443,17.093943,17.093943,17.093943,16.739648,16.739648,16.906057,16.906057,17.197659,
666.4315,17.5625,16.653599,17.050316,17.050316,16.668434,16.668434,16.782322,16.782322,17.012184,17.012184,17.012184,17.216099,17.216099,16.993118,16.993118,16.993118,16.862816,16.862816,16.612816,16.612816,17.059849,17.059849,17.059849,16.652019,16.652019,16.940151,16.940151,17.271717,
666.7131,17.414359,16.753607,17.085036,17.085036,16.607572,16.607572,16.273431,16.273431,16.951322,16.951322,16.951322,17.324821,17.324821,16.836537,16.836537,16.836537,16.941107,16.941107,16.699821,16.699821,17.116286,17.116286,17.116286,16.404144,16.404144,16.779144,16.779144,17.171572,
666.9947,16.960186,16.859542,17.030916,17.030916,16.609876,16.609876,15.774356,15.774356,16.98521,16.98521,16.98521,17.469084,17.469084,16.593082,16.593082,16.593082,17.03125,17.03125,16.788812,16.788812,17.070062,17.070062,17.070062,16.15625,16.15625,16.554938,16.554938,16.952958,
667.2762,16.735843,16.899171,16.845479,16.845479,16.742921,16.742921,16.059564,16.059564,17.239986,17.239986,17.239986,17.491715,17.491715,16.342543,16.342543,16.342543,17.010014,17.010014,16.676279,16.676279,16.957529,16.957529,16.957529,16.2058,16.2058,16.632079,16.632079,16.927486,
667.5578,16.693762,16.906308,16.518727,16.518727,16.762581,16.762581,16.162512,16.162512,17.306238,17.306238,17.306238,17.224954,17.224954,16.093692,16.093692,16.093692,16.906192,16.906192,16.512465,16.512465,16.793715,16.793715,16.793715,16.387523,16.387523,16.675035,16.675035,17.025046,
667.8393,16.773203,17.014914,16.599437,16.599437,17.002844,17.002844,16.394421,16.394421,17.166899,17.166899,17.166899,17.03243,17.03243,15.995977,15.995977,15.995977,16.819367,16.819367,16.393938,16.393938,16.691523,16.691523,16.691523,16.551851,16.551851,16.782672,16.782672,17.125,
668.1209,17.012731,16.918981,17.260417,17.260417,17.293981,17.293981,17.37963,17.37963,16.643519,16.643519,16.643519,16.570602,16.570602,16.162037,16.162037,16.162037,16.981481,16.981481,16.224537,16.224537,16.55787,16.55787,16.55787,17.042824,17.042824,16.93287,16.93287,17.064815,
668.4025,16.887177,16.793427,17.477112,17.477112,17.164612,17.164612,17.371918,17.371918,16.772888,16.772888,16.772888,16.441315,16.441315,16.420775,16.420775,16.420775,16.859742,16.859742,16.498534,16.498534,16.546508,16.546508,16.546508,16.723298,16.723298,16.925323,16.925323,16.703492,
668.6840,16.734999,16.683252,17.255495,17.255495,16.994,16.994,17.100998,17.100998,16.928499,16.928499,16.928499,16.507753,16.507753,16.762001,16.762001,16.762001,16.731999,16.731999,16.9435,16.9435,16.647249,16.647249,16.647249,16.540251,16.540251,17.077501,17.077501,16.59375,
668.9656,16.59375,16.952806,16.707817,16.707817,16.941873,16.941873,16.870627,16.870627,16.832817,16.832817,16.832817,16.914357,16.914357,16.870627,16.870627,16.870627,16.5625,16.5625,17.002187,17.002187,16.566873,16.566873,16.566873,16.651238,16.651238,17.22531,17.22531,16.611242,
669.2471,16.604737,17.16037,16.576234,16.576234,17.013734,17.013734,16.813873,16.813873,16.680633,16.680633,16.680633,17.440247,17.440247,16.807006,16.807006,16.807006,16.561127,16.561127,17.025756,17.025756,16.635987,16.635987,16.635987,17.006867,17.006867,17.307006,17.307006,16.857484,
669.5287,16.849921,17.244951,16.877805,16.877805,17.309134,17.309134,16.847116,16.847116,16.539104,16.539104,16.539104,17.494951,17.494951,16.689744,16.689744,16.689744,16.53125,16.53125,16.903445,16.903445,16.878927,16.878927,16.878927,17.15064,17.15064,17.185256,17.185256,17.155689,
669.8103,17.184741,16.971007,17.029996,17.029996,17.126505,17.126505,17.029745,17.029745,16.965239,16.965239,16.965239,17.221007,17.221007,16.811497,16.811497,16.811497,16.53125,16.53125,16.751254,16.751254,17.091995,17.091995,17.091995,16.846258,16.846258,17.063503,17.063503,17.125251,
670.0918,17.459193,16.817809,16.910497,16.910497,16.883495,16.883495,17.242567,17.242567,17.089503,17.089503,17.089503,16.947057,16.947057,16.903064,16.903064,16.903064,16.470874,16.470874,16.599059,16.599059,17.063562,17.063562,17.063562,16.390928,16.390928,16.881371,16.881371,16.943871,
670.3734,17.08684,17.047522,16.671228,16.671228,16.757489,16.757489,17.25,17.25,17.09375,17.09375,17.09375,16.438079,16.438079,17.317538,17.317538,17.317538,17.173815,17.173815,16.505617,16.505617,17.238766,17.238766,17.238766,16.698155,16.698155,16.963133,16.963133,16.819989,
670.6550,17.176772,16.976796,16.999066,16.999066,16.921408,16.921408,17.221432,17.221432,17.122318,17.122318,17.122318,16.520522,16.520522,17.05807,17.05807,17.05807,17.275886,17.275886,16.528568,16.528568,16.907184,16.907184,16.907184,16.661614,16.661614,17.140158,17.140158,16.898204,
670.9365,17.020946,16.940991,17.197804,17.197804,17.076295,17.076295,17.163232,17.163232,17.180518,17.180518,17.180518,16.559009,16.559009,16.698143,16.698143,16.698143,17.447804,17.447804,16.392455,16.392455,16.736205,16.736205,16.736205,16.572973,16.572973,17.128491,17.128491,16.767455,
671.2181,17,16.910549,17.137898,17.137898,17.120701,17.120701,17.210151,17.210151,17.052747,17.052747,17.052747,16.427747,16.427747,16.413695,16.413695,16.413695,17.414849,17.414849,16.482802,16.482802,16.880453,16.880453,16.880453,16.643352,16.643352,16.909396,16.909396,16.723049,
671.4996,16.895428,17.036964,16.968143,16.968143,17.072714,17.072714,17.140321,17.140321,16.769821,16.769821,16.769821,16.432393,16.432393,16.322714,16.322714,16.322714,17.301678,17.301678,16.604572,16.604572,16.670964,16.670964,16.670964,16.760822,16.760822,16.744286,16.744286,16.588036,
671.7812,16.900336,16.885149,16.785485,16.785485,17.037164,17.037164,17.150336,17.150336,16.71875,16.71875,16.71875,16.4375,16.4375,16.540523,16.540523,16.540523,17.002555,17.002555,16.675672,16.675672,16.523656,16.523656,16.523656,16.857258,16.857258,16.744086,16.744086,16.68918,
672.0628,16.808131,16.892809,16.553763,16.553763,17.153898,17.153898,16.984543,16.984543,16.74328,16.74328,16.74328,16.633737,16.633737,16.642809,16.642809,16.642809,16.91297,16.91297,16.613911,16.613911,16.5,16.5,16.5,16.875,16.875,16.823589,16.823589,16.767809,
672.3443,16.804974,16.882526,16.547448,16.547448,17.1875,17.1875,16.9375,16.9375,16.844896,16.844896,16.844896,16.711224,16.711224,16.65625,16.65625,16.65625,17.048594,17.048594,16.47513,16.47513,16.784689,16.784689,16.784689,16.851276,16.851276,17.033543,17.033543,16.923594,
672.6259,17.064611,16.943758,16.883369,16.883369,17.141662,17.141662,16.983338,16.983338,16.829162,16.829162,16.829162,16.649992,16.649992,17.297988,17.297988,17.297988,17.002073,17.002073,17.079238,17.079238,16.645808,16.645808,16.645808,16.110335,16.110335,16.727043,16.727043,16.991669,
672.9074,17.001444,17.035095,16.91154,16.91154,17.147115,17.147115,17.066345,17.066345,16.923075,16.923075,16.923075,16.58077,16.58077,17.53125,17.53125,17.53125,16.92452,16.92452,17.113464,17.113464,16.584615,16.584615,16.584615,16.197591,16.197591,16.54952,16.54952,16.91154,
673.1890,16.980123,16.998565,16.811065,16.811065,17.220185,17.220185,17.115062,17.115062,17.053997,17.053997,17.053997,16.519877,16.519877,17.339445,17.339445,17.339445,17.03412,17.03412,16.839445,16.839445,16.678997,16.678997,16.678997,16.85523,16.85523,16.637808,16.637808,16.74713,
673.4706,17.041018,16.784169,16.801759,16.801759,17.229491,17.229491,17.083982,17.083982,17.073241,17.073241,17.073241,16.623054,16.623054,17.291018,17.291018,17.291018,17.196295,17.196295,16.565419,16.565419,16.575187,16.575187,16.575187,17.052732,17.052732,16.523428,16.523428,16.728518,
673.7521,17.042793,16.608672,16.930742,16.930742,17.139922,17.139922,16.885137,16.885137,16.904844,16.904844,16.904844,16.786035,16.786035,17.213965,17.213965,17.213965,17.309121,17.309121,16.567285,16.567285,16.578828,16.578828,16.578828,16.755352,16.755352,16.614863,16.614863,16.828828,
674.0337,16.955627,16.5625,17.113435,17.113435,17.074844,17.074844,16.705627,16.705627,16.755783,16.755783,16.755783,16.919373,16.919373,17.042815,17.042815,17.042815,17.362656,17.362656,16.681717,16.681717,16.85187,16.85187,16.85187,16.480315,16.480315,16.567503,16.567503,17.007341,
674.3153,17.087304,16.924607,17.169395,17.169395,17.116816,17.116816,16.855409,16.855409,16.664434,16.664434,16.664434,17.186014,17.186014,16.606643,16.606643,16.606643,17.157736,17.157736,16.646329,16.646329,17.253475,17.253475,17.253475,16.388145,16.388145,16.595487,16.595487,17.09375,
674.5968,17.512946,17.46439,17.104333,17.104333,17.208167,17.208167,17.155751,17.155751,16.573083,16.573083,16.573083,17.395667,17.395667,16.222611,16.222611,16.222611,16.826944,16.826944,16.611056,16.611056,17.645168,17.645168,17.645168,16.444223,16.444223,16.774028,16.774028,17.09375,
674.8784,17.683973,17.456406,16.897433,16.897433,17.068427,17.068427,17.314263,17.314263,17.12549,17.12549,17.12549,17.04134,17.04134,16.488147,16.488147,16.488147,17.050647,17.050647,16.889107,16.889107,17.581406,17.581406,17.581406,16.632053,16.632053,16.84375,16.84375,16.763616,
675.1599,17.515041,17.04579,16.859959,16.859959,16.859125,16.859125,17.359458,17.359458,17.514874,17.514874,17.514874,16.750334,16.750334,16.561164,16.561164,16.561164,17.359292,17.359292,17.297793,17.297793,17.343583,17.343583,17.343583,16.797125,16.797125,16.938001,16.938001,16.453042,
675.4415,17.316784,16.724462,16.983661,16.983661,16.752856,16.752856,17.300445,17.300445,17.22589,17.22589,17.22589,16.872144,16.872144,16.237945,16.237945,16.237945,17.224462,17.224462,17.424017,17.424017,17.193212,17.193212,17.193212,16.828839,16.828839,17.090894,17.090894,16.601521,
675.7231,17.190521,16.763123,17.028229,17.028229,16.955673,16.955673,17.063492,17.063492,17.034271,17.034271,17.034271,17.008072,17.008072,16.297394,16.297394,16.297394,17.234894,17.234894,17.276199,17.276199,17.006042,17.006042,17.006042,16.770157,16.770157,17.099792,17.099792,16.809479,
676.0046,17.089658,16.96875,17.022545,17.022545,17.254613,17.254613,16.808408,16.808408,16.933408,16.933408,16.933408,17.160342,17.160342,16.73512,16.73512,16.73512,17.379613,17.379613,16.969791,16.969791,16.910863,16.910863,16.910863,16.612202,16.612202,16.951339,16.951339,16.870387,
676.2862,17.03757,16.85604,17.068937,17.068937,17.118563,17.118563,16.731273,16.731273,16.893844,16.893844,16.893844,17.275047,17.275047,17.01861,17.01861,17.01861,17.318703,17.318703,16.593516,16.593516,16.91257,16.91257,16.91257,16.443703,16.443703,16.80618,16.80618,16.968867,
676.5677,17.046834,16.710958,17.124918,17.124918,16.863189,16.863189,16.796916,16.796916,16.933563,16.933563,16.933563,17.277313,17.277313,16.882792,16.882792,16.882792,17.210876,17.210876,16.453166,16.453166,16.863189,16.863189,16.863189,16.488353,16.488353,16.75,16.75,17.039042,
676.8493,16.914072,16.826549,16.935943,16.935943,16.764049,16.764049,16.940613,16.940613,16.853129,16.853129,16.853129,17.262492,17.262492,16.898428,16.898428,16.898428,16.951588,16.951588,16.585928,16.585928,16.6875,16.6875,16.6875,16.635936,16.635936,16.804678,16.804678,16.978129,
677.1309,17.055927,16.78618,16.895286,16.895286,16.683109,16.683109,17.021929,17.021929,16.832786,16.832786,16.832786,16.917753,16.917753,17.010143,17.010143,17.010143,16.515073,16.515073,16.545501,16.545501,16.565787,16.565787,16.565787,16.635964,16.635964,17.038106,17.038106,16.815787,
677.4124,17.394185,16.350145,16.9375,16.9375,16.293557,16.293557,16.928149,16.928149,16.865649,16.865649,16.865649,16.227618,16.227618,17.059303,17.059303,17.059303,16.26846,16.26846,16.25,16.25,16.3125,16.3125,16.3125,16.584399,16.584399,17.125483,17.125483,16.609254,
677.6940,16.880164,16.252989,16.94606,16.94606,16.537228,16.537228,16.846332,16.846332,16.85231,16.85231,16.85231,16.815896,16.815896,17.099321,17.099321,17.099321,16.616847,16.616847,16.361276,16.361276,16.449456,16.449456,16.449456,16.536821,16.536821,16.713179,16.713179,16.804347,
677.9756,16.546961,16.405905,16.953211,16.953211,16.742058,16.742058,16.633114,16.633114,16.875,16.875,16.875,17.094095,17.094095,17.007942,17.007942,17.007942,16.851519,16.851519,16.65625,16.65625,16.874655,16.874655,16.874655,16.445442,16.445442,16.835636,16.835636,17.015711,
678.2571,16.583759,16.705429,16.850411,16.850411,16.81948,16.81948,16.50365,16.50365,16.916879,16.916879,16.916879,16.92719,16.92719,16.92354,16.92354,16.92354,16.819161,16.819161,16.65625,16.65625,17.08344,17.08344,17.08344,16.444799,16.444799,17.048859,17.048859,16.98271,
678.5387,16.92453,17.124706,16.681015,16.681015,16.788029,16.788029,16.631191,16.631191,17.105839,17.105839,17.105839,17.055721,17.055721,16.837853,16.837853,16.837853,16.606426,16.606426,16.65625,16.65625,17.168632,17.168632,17.168632,16.681309,16.681309,17.193985,17.193985,17.012676,
678.8202,17.087176,17.244597,16.808267,16.808267,16.54629,16.54629,16.704881,16.704881,17.31367,17.31367,17.31367,17.254233,17.254233,16.660483,16.660483,16.660483,16.569074,16.569074,16.629233,16.629233,17.170119,17.170119,17.170119,16.699477,16.699477,17.104557,17.104557,16.942903,
679.1018,16.864703,17.186435,16.955966,16.955966,16.46875,16.46875,16.946733,16.946733,17.431819,17.431819,17.431819,17.051138,17.051138,16.535866,16.535866,16.535866,16.796164,16.796164,16.504616,16.504616,16.914418,16.914418,16.914418,16.924716,16.924716,17.123935,17.123935,16.973366,
679.3834,16.644151,17.030642,16.993556,16.993556,16.499392,16.499392,16.954038,16.954038,17.195769,17.195769,17.195769,16.709264,16.709264,16.665916,16.665916,16.665916,17.05484,17.05484,16.565722,16.565722,16.811892,16.811892,16.811892,17.019759,17.019759,16.987293,16.987293,16.950207,
679.6649,16.802564,17.225641,16.518269,16.518269,16.740064,16.740064,16.673718,16.673718,17.03125,17.03125,17.03125,17.297276,17.297276,17.381891,17.381891,17.381891,17.00609,17.00609,16.80641,16.80641,17.019071,17.019071,17.019071,16.934455,16.934455,17.325481,17.325481,16.608974,
679.9465,17,16.99774,16.707844,16.707844,16.944281,16.944281,17.140823,17.140823,17.02899,17.02899,17.02899,17.142688,17.142688,17.147208,17.147208,17.147208,17.069281,17.069281,16.734177,16.734177,16.901729,16.901729,16.901729,16.894948,16.894948,17.138167,17.138167,16.75,
680.2280,16.992616,16.983518,16.979087,16.979087,17.032727,17.032727,17.336366,17.336366,16.997046,16.997046,16.997046,16.970227,16.970227,17.02682,17.02682,17.02682,17.153296,17.153296,16.541587,16.541587,16.84375,16.84375,16.84375,16.739663,16.739663,16.91068,16.91068,16.757384,
680.5096,16.838198,17.285414,17.195134,17.195134,17.066664,17.066664,17.179866,17.179866,16.934724,16.934724,16.934724,17.004164,17.004164,16.935418,16.935418,16.935418,17.093056,17.093056,16.747918,16.747918,16.848608,16.848608,16.848608,16.529168,16.529168,17,17,16.89931,
680.7912,16.594453,17.468223,17.530283,17.530283,17.249473,17.249473,16.844717,16.844717,16.812852,16.812852,16.812852,17.186973,17.186973,16.844014,16.844014,16.844014,17.062588,17.062588,16.656514,16.656514,17.061885,17.061885,17.061885,16.437764,16.437764,17,17,16.594629,
681.0727,16.59375,17.529512,17.379345,17.379345,17.341143,17.341143,16.752607,16.752607,16.751738,16.751738,16.751738,17.217881,17.217881,16.995655,16.995655,16.995655,16.971357,16.971357,16.808155,16.808155,17.275168,17.275168,17.275168,16.619786,16.619786,17.060762,17.060762,16.502607,
681.3543,16.59375,17.116837,17.375,17.375,17.373351,17.373351,17.07561,17.07561,16.572394,16.572394,16.572394,17.277952,17.277952,16.437582,16.437582,16.437582,16.791144,16.791144,16.8125,16.8125,16.807635,16.807635,16.807635,16.891408,16.891408,16.973697,16.973697,16.440798,
681.6359,16.881967,16.719068,17.317357,17.317357,17.432643,17.432643,17.468432,17.468432,16.533678,16.533678,16.533678,17.367715,17.367715,16.40625,16.40625,16.40625,16.752428,16.752428,16.8125,16.8125,16.694785,16.694785,16.694785,17.194467,17.194467,16.766998,16.766998,16.581608,
681.9174,17.579289,17.136193,16.499244,16.499244,16.764461,16.764461,16.911091,16.911091,16.02647,16.02647,16.02647,17.094567,17.094567,16.939073,16.939073,16.939073,16.862173,16.862173,16.756413,16.756413,16.6875,16.6875,16.6875,16.742014,16.742014,17.058476,17.058476,16.285274,
682.1990,17.356326,17.269297,16.73344,16.73344,16.905627,16.905627,16.898282,16.898282,16.105079,16.105079,16.105079,16.980703,16.980703,16.918203,16.918203,16.918203,16.956797,16.956797,16.613671,16.613671,16.496639,16.496639,16.496639,16.742032,16.742032,17.148282,17.148282,16.440861,
682.4805,17.074097,17.360718,16.913696,16.913696,17.202392,17.202392,16.959228,16.959228,16.601806,16.601806,16.601806,16.915772,16.915772,16.959228,16.959228,16.959228,16.96875,16.96875,16.673218,16.673218,16.362793,16.362793,16.362793,16.855957,16.855957,17.129761,17.129761,16.839599,
682.7621,16.799828,17.066437,16.654651,16.654651,17.404281,17.404281,16.865896,16.865896,16.790354,16.790354,16.790354,16.880536,16.880536,17.020177,17.020177,17.020177,16.891609,16.891609,16.764641,16.764641,16.420891,16.420891,16.420891,16.823573,16.823573,16.970719,16.970719,17.009104,
683.0437,16.849755,17.024939,16.668566,16.668566,17.487378,17.487378,16.64424,16.64424,16.937194,16.937194,16.937194,17.099449,17.099449,17.131005,17.131005,17.131005,16.999694,16.999694,17.055577,17.055577,16.537255,16.537255,16.537255,16.637929,16.637929,16.887622,16.887622,16.607291,
683.3252,17.01999,17.297064,16.929149,16.929149,17.45167,17.45167,16.666245,16.666245,16.847925,16.847925,16.847925,17.083755,17.083755,17.035425,17.035425,17.035425,17.12791,17.12791,17.125,17.125,16.755819,16.755819,16.755819,16.69041,16.69041,16.899165,16.899165,16.35501,
683.6068,17.015716,17.468568,17.11696,17.11696,17.273756,17.273756,17.03838,17.03838,16.789108,16.789108,16.789108,17.015716,17.015716,17.093568,17.093568,17.093568,17.39017,17.39017,17.078216,17.078216,16.718932,16.718932,16.718932,16.859102,16.859102,17.046602,17.046602,16.42946,
683.8883,16.97738,17.251181,16.95267,16.95267,17.06041,17.06041,17.29197,17.29197,16.64553,16.64553,16.64553,16.8869,16.8869,17.28334,17.28334,17.28334,17.67233,17.67233,17.0625,17.0625,16.55178,16.55178,16.55178,17.10983,17.10983,17.22947,17.22947,16.60447,
684.1699,17.187239,17.068855,17.159035,17.159035,17.065547,17.065547,16.731982,16.731982,17.008878,17.008878,17.008878,17.105936,17.105936,17.649634,17.649634,17.649634,17.618907,17.618907,17.412082,17.412082,16.827733,16.827733,16.827733,16.772372,16.772372,16.844273,16.844273,16.612552,
684.4515,17.239093,17.157722,17.007227,17.007227,17.09375,17.09375,16.595222,16.595222,16.997792,16.997792,16.997792,17.239829,17.239829,17.718014,17.718014,17.718014,17.414949,17.414949,17.162005,17.162005,16.757963,16.757963,16.757963,16.699143,16.699143,16.824879,16.824879,16.741301,
684.7330,17.076584,17.198441,16.814072,16.814072,16.971893,16.971893,16.899964,16.899964,17.007797,17.007797,17.007797,17.189072,17.189072,17.423477,17.423477,17.423477,17.100036,17.100036,16.765655,16.765655,16.392227,16.392227,16.392227,16.993714,16.993714,16.885941,16.885941,16.873428,
685.0146,17.058624,17.109335,16.976662,16.976662,16.886709,16.886709,16.992168,16.992168,17.277453,17.277453,17.277453,17.175791,17.175791,17.144462,17.144462,17.144462,16.831962,16.831962,16.675791,16.675791,16.210918,16.210918,16.210918,17.164082,17.164082,16.914082,16.914082,16.769462,
