,Live Spectrum 26-10-2023 13:27:57,Live Spectrum 26-10-2023 13:27:59,Live Spectrum 26-10-2023 13:28:02,Live Spectrum 26-10-2023 13:28:03,Live Spectrum 26-10-2023 13:28:03,Live Spectrum 26-10-2023 13:28:03,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:04,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:05,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:06,Live Spectrum 26-10-2023 13:28:07,Live Spectrum 26-10-2023 13:28:07,Live Spectrum 26-10-2023 13:28:07,Live Spectrum 26-10-2023 13:28:07,
Wavelength [nm],Intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
802.7073,18.499227,19.058966,19.15625,18.896091,18.896091,19.448432,19.448432,19.448432,19.183966,19.183966,19.154704,19.154704,19.154704,19.240614,19.240614,19.240614,18.832818,18.832818,18.832818,18.808193,18.808193,18.808193,19.50784,19.50784,19.186727,
802.9888,18.640639,18.692732,19.171861,18.812528,18.812528,19.333343,19.333343,19.333343,18.859361,18.859361,19.421917,19.421917,19.421917,19.026046,19.026046,19.026046,18.932296,18.932296,18.932296,18.640611,18.640611,18.640611,20.046861,20.046861,19.291714,
803.2704,18.535844,18.530513,19.223344,18.672243,18.672243,19.238601,19.238601,19.238601,18.974818,18.974818,19.176838,19.176838,19.176838,18.957351,18.957351,18.957351,18.890257,18.890257,18.890257,18.745406,18.745406,18.745406,20.093013,20.093013,18.945952,
803.5520,18.428098,18.369538,19.071902,18.804621,18.804621,19.069485,19.069485,19.069485,19.139864,19.139864,19.114076,19.114076,19.114076,18.722689,18.722689,18.722689,18.785189,18.785189,18.785189,18.907773,18.907773,18.907773,19.904727,19.904727,18.558561,
803.8335,18.536847,18.36054,18.923978,19.068097,19.068097,19.26679,19.26679,19.26679,19.101676,19.101676,19.068097,19.068097,19.068097,18.498609,18.498609,18.498609,18.712215,18.712215,18.712215,19.073693,19.073693,19.073693,19.632473,19.632473,18.788237,
804.1151,18.608375,18.471906,18.672875,19.070812,19.070812,19.332281,19.332281,19.332281,19.206703,19.206703,19.053609,19.053609,19.053609,18.091172,18.091172,18.091172,19.008891,19.008891,19.008891,19.113531,19.113531,19.113531,19.053609,19.053609,19.267203,
804.3966,18.8125,18.630876,18.398242,18.88649,18.88649,19.269499,19.269499,19.269499,18.892627,18.892627,18.851497,18.851497,18.851497,18.254004,18.254004,18.254004,19.14637,19.14637,19.14637,19.02137,19.02137,19.02137,18.875,18.875,19.273242,
804.6782,18.81852,18.632168,18.057627,18.549311,18.549311,19.200689,19.200689,19.200689,18.986811,18.986811,18.695816,18.695816,18.695816,18.436352,18.436352,18.436352,18.878443,18.878443,18.878443,18.855791,18.855791,18.855791,18.893061,18.893061,18.854361,
804.9598,18.6957,18.599106,17.937094,18.736038,18.736038,19.155844,19.155844,19.155844,19.136525,19.136525,18.548944,18.548944,18.548944,18.593344,18.593344,18.593344,18.5987,18.5987,18.5987,18.8569,18.8569,18.8569,18.950244,18.950244,18.535388,
805.2413,18.125352,18.862359,18.05618,19.162218,19.162218,19.27493,19.27493,19.27493,19.44382,19.44382,18.912923,18.912923,18.912923,18.680827,18.680827,18.680827,19.082166,19.082166,19.082166,18.668891,18.668891,18.668891,18.893961,18.893961,19.174859,
805.5229,18.262951,18.85783,18.07658,19.056024,19.056024,19.275903,19.275903,19.275903,19.488177,19.488177,19.088403,19.088403,19.088403,18.505347,18.505347,18.505347,19.425677,19.425677,19.425677,18.744653,18.744653,18.744653,19.001129,19.001129,19.112049,
805.8044,18.325769,19.117498,18.303076,19.011347,19.011347,19.375,19.375,19.375,19.522693,19.522693,19.134424,19.134424,19.134424,18.46596,18.46596,18.46596,19.413752,19.413752,19.413752,18.84375,18.84375,18.84375,19.151538,19.151538,19.095672,
806.0860,18.375,19.485077,18.669917,18.95789,18.95789,19.429373,19.429373,19.429373,19.300237,19.300237,18.89672,18.89672,18.89672,18.714687,18.714687,18.714687,19.066563,19.066563,19.066563,18.877733,18.877733,18.877733,19.182033,19.182033,19.23914,
806.3676,18.423737,19.642325,19.336949,19.017325,19.017325,19.562338,19.562338,19.562338,19.045175,19.045175,18.708226,18.708226,18.708226,18.791613,18.791613,18.791613,18.989637,18.989637,18.989637,19.006962,19.006962,19.006962,18.867876,18.867876,19.28465,
806.6491,18.586618,19.486775,19.53125,18.96875,18.96875,19.272434,19.272434,19.272434,19.13654,19.13654,18.541105,18.541105,18.541105,18.618907,18.618907,18.618907,19.098158,19.098158,19.098158,19.03125,19.03125,19.03125,18.596473,18.596473,19.073394,
806.9307,18.569804,19.044651,19.523946,18.917619,18.917619,18.96551,18.96551,18.96551,19.339685,19.339685,18.519881,18.519881,18.519881,18.237424,18.237424,18.237424,19.15301,19.15301,19.15301,19.111599,19.111599,19.111599,18.470782,18.470782,18.62176,
807.2123,18.713441,18.78125,19.372828,18.787404,18.787404,18.989383,18.989383,18.989383,19.291867,19.291867,18.717423,18.717423,18.717423,18.161076,18.161076,18.161076,19.072153,19.072153,19.072153,19.337596,19.337596,19.337596,18.524614,18.524614,18.533422,
807.4938,19.009484,18.765929,19.10664,18.860287,18.860287,19.742339,19.742339,19.742339,18.584874,18.584874,18.820161,18.820161,18.820161,18.436284,18.436284,18.436284,19.446376,19.446376,19.446376,19.142145,19.142145,19.142145,18.915734,18.915734,18.914518,
807.7754,18.616653,18.671687,19.625377,18.726594,18.726594,19.773657,19.773657,19.773657,18.797063,18.797063,18.749623,18.749623,18.749623,18.632844,18.632844,18.632844,19.210655,19.210655,19.210655,18.796435,18.796435,18.796435,18.601343,18.601343,18.84375,
808.0569,18.146472,18.475034,19.874127,18.717877,18.717877,19.865222,19.865222,19.865222,18.873253,18.873253,18.484812,18.484812,18.484812,18.600034,18.600034,18.600034,18.951815,18.951815,18.951815,18.541028,18.541028,18.541028,18.469623,18.469623,18.84375,
808.3385,17.863508,18.304279,19.526389,18.649664,18.649664,19.631586,19.631586,19.631586,18.514852,18.514852,18.564135,18.564135,18.564135,18.305959,18.305959,18.305959,18.779615,18.779615,18.779615,18.832213,18.832213,18.832213,18.644713,18.644713,18.901299,
808.6201,17.622589,18.298081,18.694685,18.769242,18.769242,19.461516,19.461516,19.461516,18.006004,18.006004,18.597342,18.597342,18.597342,17.920669,17.920669,17.920669,18.670669,18.670669,18.670669,19.070915,19.070915,19.070915,18.875,18.875,19.129823,
808.9016,17.53125,18.360976,18.28887,18.949315,18.949315,19.127209,19.127209,19.127209,17.911661,17.911661,18.411661,18.411661,18.411661,17.883613,17.883613,17.883613,18.599161,18.599161,18.599161,18.92149,18.92149,18.92149,18.892226,18.892226,19.355565,
809.1832,17.557693,18.459135,18.088943,19.027243,19.027243,18.907051,18.907051,18.907051,17.905449,17.905449,18.299679,18.299679,18.299679,17.915064,17.915064,17.915064,18.504807,18.504807,18.504807,18.283652,18.283652,18.283652,18.946314,18.946314,19.407051,
809.4647,17.661076,18.467484,18.4178,19.045728,19.045728,18.930379,18.930379,18.930379,18.080538,18.080538,18.205538,18.205538,18.205538,17.892405,17.892405,17.892405,18.590823,18.590823,18.590823,17.929747,17.929747,17.929747,18.716219,18.716219,19.268038,
809.7463,17.75,18.313115,18.979454,19.247909,19.247909,19.375,19.375,19.375,18.088091,18.088091,18.333046,18.333046,18.333046,17.799705,17.799705,17.799705,18.839567,18.839567,18.839567,18.292569,18.292569,18.292569,18.149114,18.149114,19.284818,
810.0279,17.759439,18.763015,18.819007,18.95216,18.95216,19.308925,19.308925,19.308925,18.037757,18.037757,18.540689,18.540689,18.540689,17.957022,17.957022,17.957022,18.446296,18.446296,18.446296,18.459311,18.459311,18.459311,18.356765,18.356765,19.152675,
810.3094,17.752285,18.89888,18.819356,18.557416,18.557416,19.11763,19.11763,19.11763,18.115345,18.115345,18.572155,18.572155,18.572155,18.344264,18.344264,18.344264,18.365859,18.365859,18.365859,18.45681,18.45681,18.45681,18.56987,18.56987,18.922761,
810.5910,17.697374,18.694011,18.625,18.307509,18.307509,18.991754,18.991754,18.991754,18.222113,18.222113,18.356772,18.356772,18.356772,18.625,18.625,18.625,18.703993,18.703993,18.703993,18.470378,18.470378,18.470378,18.695746,18.695746,18.759874,
810.8726,17.678362,18.417306,18.665388,18.09375,18.09375,18.966832,18.966832,18.966832,18.5,18.5,17.752878,17.752878,17.752878,18.614903,18.614903,18.614903,18.814418,18.814418,18.814418,18.375959,18.375959,18.375959,18.750959,18.750959,18.720668,
811.1541,17.59375,18.199503,18.71903,18.12472,18.12472,19.104073,19.104073,19.104073,18.520647,18.520647,17.603793,17.603793,17.603793,18.56278,18.56278,18.56278,18.553296,18.553296,18.553296,18.291853,18.291853,18.291853,18.65653,18.65653,18.459546,
811.4357,17.688731,17.717109,18.68791,18.250821,18.250821,19.125,19.125,19.125,18.551947,18.551947,17.740267,17.740267,17.740267,18.478893,18.478893,18.478893,18.239036,18.239036,18.239036,18.207786,18.207786,18.207786,18.540983,18.540983,18.071412,
811.7172,17.864213,17.587409,18.847085,18.439723,18.439723,19.416254,19.416254,19.416254,18.660696,18.660696,17.897686,17.897686,17.897686,18.448287,18.448287,18.448287,18.15625,18.15625,18.15625,18.232872,18.232872,18.232872,18.696392,18.696392,17.973196,
811.9988,17.865799,17.856598,19.009201,18.430205,18.430205,19.682112,19.682112,19.682112,18.862152,18.862152,18.044098,18.044098,18.044098,18.402603,18.402603,18.402603,18.266495,18.266495,18.266495,18.404426,18.404426,18.404426,19.099304,19.099304,18.373094,
812.2804,17.928781,17.926234,18.901157,18.041048,18.041048,18.807017,18.807017,18.807017,18.724922,18.724922,18.057407,18.057407,18.057407,18.405171,18.405171,18.405171,18.513812,18.513812,18.513812,18.298688,18.298688,18.298688,18.622064,18.622064,18.678781,
812.5619,17.899688,17.91776,18.689168,17.758229,17.758229,18.083908,18.083908,18.083908,18.509897,18.509897,17.995051,17.995051,17.995051,18.751613,18.751613,18.751613,18.60526,18.60526,18.60526,18.310832,18.310832,18.310832,17.993438,17.993438,18.615158,
812.8435,17.640146,17.890465,18.413664,17.742267,17.742267,17.859215,17.859215,17.859215,18.13612,18.13612,18.023198,18.023198,18.023198,18.96875,18.96875,18.96875,18.472138,18.472138,18.472138,18.562819,18.562819,18.562819,17.863241,17.863241,18.449259,
813.1250,17.310165,17.848532,18.146686,17.865325,17.865325,17.697175,17.697175,17.697175,17.867771,17.867771,17.894239,17.894239,17.894239,18.764568,18.764568,18.764568,18.110654,18.110654,18.110654,18.694729,18.694729,18.694729,17.939835,17.939835,18.552825,
813.4066,17.205316,17.943049,17.945385,18.049066,18.049066,17.69743,17.69743,17.69743,17.943049,17.943049,17.727803,17.727803,17.727803,18.449766,18.449766,18.449766,17.925234,17.925234,17.925234,18.558119,18.558119,18.558119,18.179615,18.179615,18.589369,
813.6882,17.356405,18.037577,17.774923,18.024793,18.024793,18.081612,18.081612,18.081612,18.062629,18.062629,17.525052,17.525052,17.525052,18.631586,18.631586,18.631586,17.893724,17.893724,17.893724,18.318569,18.318569,18.318569,18.299974,18.299974,18.28719,
813.9697,17.34086,18.157695,17.923373,17.977312,17.977312,18.203072,18.203072,18.203072,17.606325,17.606325,17.652023,17.652023,17.652023,18.363442,18.363442,18.363442,17.849422,17.849422,17.849422,18.097977,18.097977,18.097977,18.127783,18.127783,18.164812,
814.2513,17.130138,18.093331,18.088192,18.072777,18.072777,17.843331,17.843331,17.843331,17.204173,17.204173,17.663748,17.663748,17.663748,17.520554,17.520554,17.520554,17.851667,17.851667,17.851667,18.047085,18.047085,18.047085,17.919306,17.919306,18.456114,
814.5328,17.053771,17.661779,17.746334,17.920042,17.920042,17.704958,17.704958,17.704958,17.789979,17.789979,17.486674,17.486674,17.486674,17.401653,17.401653,17.401653,17.919576,17.919576,17.919576,18.089618,18.089618,18.089618,17.857542,17.857542,18.562966,
814.8144,17.217609,17.388601,17.490448,17.744497,17.744497,18.111713,18.111713,18.111713,17.598939,17.598939,17.604756,17.604756,17.604756,17.559905,17.559905,17.559905,17.842296,17.842296,17.842296,17.986399,17.986399,17.986399,17.695598,17.695598,18.219891,
815.0960,17.569393,17.461764,17.548529,17.586857,17.586857,18.59715,18.59715,18.59715,17.364522,17.364522,17.753493,17.753493,17.753493,17.71875,17.71875,17.71875,17.552207,17.552207,17.552207,17.899357,17.899357,17.899357,17.625,17.625,17.909743,
815.3775,17.797853,17.573731,17.645019,17.528321,17.528321,18.435544,18.435544,18.435544,17.709475,17.709475,17.633788,17.633788,17.633788,17.548826,17.548826,17.548826,17.372071,17.372071,17.372071,17.770019,17.770019,17.770019,17.653321,17.653321,17.974122,
815.6591,17.939858,17.625,17.420401,17.533608,17.533608,18.007075,18.007075,18.007075,17.898879,17.898879,17.661262,17.661262,17.661262,17.257075,17.257075,17.257075,17.478479,17.478479,17.478479,17.805425,17.805425,17.805425,17.759729,17.759729,18.194871,
815.9407,17.862045,17.521855,17.15981,17.47053,17.47053,18.14201,18.14201,18.14201,17.383405,17.383405,18.004055,18.004055,18.004055,17.27413,17.27413,17.27413,17.636175,17.636175,17.636175,17.96519,17.96519,17.96519,17.90269,17.90269,18.19462,
816.2222,17.526968,17.090662,17.31917,17.4375,17.4375,18.120718,18.120718,18.120718,17.358284,17.358284,18.158638,18.158638,18.158638,17.421278,17.421278,17.421278,17.71875,17.71875,17.71875,17.88097,17.88097,17.88097,17.773386,17.773386,17.822052,
816.5038,17.234075,17.025845,17.501201,17.529448,17.529448,17.735876,17.735876,17.735876,17.781851,17.781851,18.078425,18.078425,18.078425,17.376201,17.376201,17.376201,17.856673,17.856673,17.856673,17.734075,17.734075,17.734075,17.439902,17.439902,17.531851,
816.7853,17.421878,17.390626,17.468751,17.640625,17.640625,17.734376,17.734376,17.734376,17.890627,17.890627,17.890622,17.890622,17.890622,17.343751,17.343751,17.343751,17.953124,17.953124,17.953124,17.687499,17.687499,17.687499,17.171873,17.171873,17.437499,
817.0669,17.59375,17.341313,17.5,17.65625,17.65625,18.067373,18.067373,18.067373,18.079039,18.079039,17.814327,17.814327,17.814327,17.438718,17.438718,17.438718,17.731025,17.731025,17.731025,17.593141,17.593141,17.593141,17.142757,17.142757,17.470577,
817.3485,17.561275,17.21875,17.646139,17.672488,17.672488,18.101411,18.101411,18.101411,18.141238,18.141238,17.873775,17.873775,17.873775,17.516238,17.516238,17.516238,17.351411,17.351411,17.351411,17.5625,17.5625,17.5625,17.379901,17.379901,17.578738,
817.6300,17.465052,17.2353,17.731601,17.621302,17.621302,17.55871,17.55871,17.55871,18.073502,18.073502,17.810651,17.810651,17.810651,17.53125,17.53125,17.53125,17.321745,17.321745,17.321745,17.57905,17.57905,17.57905,17.51655,17.51655,17.6103,
817.9116,17.237598,17.266865,17.603174,17.697422,17.697422,17.469248,17.469248,17.469248,18,18,17.680059,17.680059,17.680059,17.767363,17.767363,17.767363,17.350693,17.350693,17.350693,17.56002,17.56002,17.56002,17.446924,17.446924,17.608135,
818.1931,17.059381,17.195326,17.410957,17.795315,17.795315,17.94839,17.94839,17.94839,18.017185,18.017185,17.370349,17.370349,17.370349,17.814088,17.814088,17.814088,17.129707,17.129707,17.129707,17.617174,17.617174,17.617174,17.237522,17.237522,17.59375,
818.4747,17.048758,17.195032,17.435056,17.60617,17.60617,17.784816,17.784816,17.784816,18.241346,18.241346,17.257532,17.257532,17.257532,17.33734,17.33734,17.33734,17.416426,17.416426,17.416426,17.634976,17.634976,17.634976,17.317588,17.317588,17.85637,
818.7563,17.169511,17.178659,17.442074,17.326069,17.326069,17.593596,17.593596,17.593596,18.120888,18.120888,17.330335,17.330335,17.330335,17.526214,17.526214,17.526214,17.825761,17.825761,17.825761,17.575915,17.575915,17.575915,17.415245,17.415245,17.884149,
819.0378,17.304498,17.070502,17.356834,17.182418,17.182418,17.760164,17.760164,17.760164,17.306768,17.306768,17.398248,17.398248,17.398248,17.893166,17.893166,17.893166,17.706423,17.706423,17.706423,17.362673,17.362673,17.362673,17.411332,17.411332,17.604671,
819.3194,17.251245,16.920245,17.417754,17.285756,17.285756,17.793999,17.793999,17.793999,16.837998,16.837998,17.400498,17.400498,17.400498,17.406725,17.406725,17.406725,17.599502,17.599502,17.599502,16.941236,16.941236,16.941236,17.585507,17.585507,17.592505,
819.6010,17.16866,16.787231,17.694825,17.506877,17.506877,17.743571,17.743571,17.743571,17.000896,17.000896,17.469198,17.469198,17.469198,16.968302,16.968302,16.968302,17.342407,17.342407,17.342407,16.863037,16.863037,16.863037,17.838216,17.838216,17.806966,
819.8825,17.021976,17.018549,17.920478,17.708842,17.708842,17.71875,17.71875,17.71875,17.240092,17.240092,17.646342,17.646342,17.646342,17.404984,17.404984,17.404984,17.175432,17.175432,17.175432,17.378687,17.378687,17.378687,18.071774,18.071774,17.925432,
820.1641,16.820329,17.460898,17.753937,17.488324,17.488324,17.621108,17.621108,17.621108,17.234386,17.234386,17.640636,17.640636,17.640636,17.679693,17.679693,17.679693,17.207028,17.207028,17.207028,17.636722,17.636722,17.636722,18.15625,18.15625,17.507875,
820.4456,16.710243,17.744272,17.406335,17.133592,17.133592,17.5625,17.5625,17.5625,16.948956,16.948956,17.573871,17.573871,17.573871,17.258677,17.258677,17.258677,17.417536,17.417536,17.417536,17.267184,17.267184,17.267184,18.017099,18.017099,17.051214,
820.7272,16.970759,17.509009,17.220552,16.950319,16.950319,17.279241,17.279241,17.279241,17.014828,17.014828,17.400638,17.400638,17.400638,16.768224,16.768224,16.768224,17.126595,17.126595,17.126595,17.325526,17.325526,17.325526,17.512612,17.512612,16.977966,
821.0088,17.125,17.096661,17.393407,16.803296,16.803296,17.289726,17.289726,17.289726,17.227954,17.227954,17.394863,17.394863,17.394863,16.810317,16.810317,16.810317,17.19452,17.19452,17.19452,17.46875,17.46875,17.46875,17.157706,17.157706,17.020591,
821.2903,17.125,16.863987,17.625716,16.854763,16.854763,17.542621,17.542621,17.542621,17.406966,17.406966,17.542263,17.542263,17.542263,17.031966,17.031966,17.031966,17.616134,17.616134,17.616134,17.531608,17.531608,17.531608,17.240418,17.240418,17.073155,
821.5719,17.082363,16.961729,17.623545,17.162071,17.162071,17.688955,17.688955,17.688955,17.426113,17.426113,17.46584,17.46584,17.46584,17.179024,17.179024,17.179024,17.494179,17.494179,17.494179,17.519863,17.519863,17.519863,17.248545,17.248545,17.115068,
821.8534,17.0625,17.291507,17.420245,17.498131,17.498131,17.61031,17.61031,17.61031,17.362874,17.362874,17.211057,17.211057,17.211057,17.197062,17.197062,17.197062,17.201495,17.201495,17.201495,17.781945,17.781945,17.781945,17.21875,17.21875,16.994872,
822.1350,17.106623,17.185633,17.189318,17.505503,17.505503,17.474253,17.474253,17.474253,17.321688,17.321688,17.169123,17.169123,17.169123,17.121315,17.121315,17.121315,17.279432,17.279432,17.279432,17.928312,17.928312,17.928312,17.284935,17.284935,16.915438,
822.4166,17.102561,16.981554,17.282074,17.46875,17.46875,17.572135,17.572135,17.572135,17.424696,17.424696,17.322135,17.322135,17.322135,17.205946,17.205946,17.205946,17.253993,17.253993,17.253993,17.982378,17.982378,17.982378,17.357378,17.357378,17.040885,
822.6981,17.116571,17.051603,17.549135,17.400288,17.400288,17.670641,17.670641,17.670641,17.560032,17.560032,17.534744,17.534744,17.534744,17.386924,17.386924,17.386924,17.173109,17.173109,17.173109,18.045641,18.045641,18.045641,17.397821,17.397821,17.299135,
822.9797,16.66088,16.606424,17.39294,17.676678,17.676678,17.362616,17.362616,17.362616,17.338484,17.338484,17.315278,17.315278,17.315278,17.78559,17.78559,17.78559,17.086632,17.086632,17.086632,17.853646,17.853646,17.853646,17.243808,17.243808,17.212558,
823.2613,16.688762,16.579072,17.100142,17.804845,17.804845,17.438762,17.438762,17.438762,17.226405,17.226405,17.124369,17.124369,17.124369,17.835464,17.835464,17.835464,17.227667,17.227667,17.227667,17.545297,17.545297,17.545297,17.163905,17.163905,17.345012,
823.5428,17.157805,16.840897,17.055239,17.668569,17.668569,17.476011,17.476011,17.476011,17.530601,17.530601,17.189704,17.189704,17.189704,17.572614,17.572614,17.572614,17.353216,17.353216,17.353216,17.252853,17.252853,17.252853,17.276193,17.276193,17.358273,
823.8244,17.330022,16.930636,17.184429,17.551843,17.551843,17.517522,17.517522,17.517522,17.4543,17.4543,17.169978,17.169978,17.169978,17.524386,17.524386,17.524386,17.423772,17.423772,17.423772,17.211886,17.211886,17.211886,17.336886,17.336886,17.294978,
824.1059,17.34375,17.011861,17.491407,17.53125,17.53125,17.630398,17.630398,17.630398,17.183167,17.183167,17.280185,17.280185,17.280185,17.481676,17.481676,17.481676,17.338352,17.338352,17.338352,17.342685,17.342685,17.342685,17.269389,17.269389,16.959019,
824.3875,17.217789,16.930482,17.638076,17.380097,17.380097,17.731826,17.731826,17.731826,17.125,17.125,17.362884,17.362884,17.362884,17.393174,17.393174,17.393174,17.085771,17.085771,17.085771,17.349808,17.349808,17.349808,17.174424,17.174424,16.925384,
824.6691,17.161899,17.034256,17.528244,17.266946,17.266946,17.570791,17.570791,17.570791,16.945791,16.945791,17.554209,17.554209,17.554209,17.503006,17.503006,17.503006,17.184858,17.184858,17.184858,17.292547,17.292547,17.292547,17.053845,17.053845,16.886297,
824.9506,17.15625,17.036486,17.395942,17.25,17.25,17.11502,17.11502,17.11502,16.880236,16.880236,17.541721,17.541721,17.541721,17.271106,17.271106,17.271106,17.244764,17.244764,17.244764,17.307264,17.307264,17.307264,17.057264,17.057264,17.187173,
825.2322,17.632017,17.03125,17.242843,17.329294,17.329294,17.110544,17.110544,17.110544,17.218609,17.218609,17.372661,17.372661,17.372661,17.298044,17.298044,17.298044,16.879959,16.879959,16.879959,17.603246,17.603246,17.603246,17.353246,17.353246,17.25,
825.5137,17.71875,16.977545,17.057634,17.263192,17.263192,17.339821,17.339821,17.339821,17.093282,17.093282,17.23634,17.23634,17.23634,17.124532,17.124532,17.124532,16.973616,16.973616,16.973616,17.387724,17.387724,17.387724,17.486808,17.486808,17.035179,
825.7953,17.691472,16.832361,16.894861,17.059056,17.059056,17.538667,17.538667,17.538667,17.035222,17.035222,17.082361,17.082361,17.082361,17.121028,17.121028,17.121028,17.190944,17.190944,17.190944,17.125528,17.125528,17.125528,17.472722,17.472722,17,
826.0769,17.715207,16.673966,16.902707,17.086664,17.086664,17.590207,17.590207,17.590207,16.975836,16.975836,17.090207,17.090207,17.090207,17.208121,17.208121,17.208121,17.107922,17.107922,17.107922,17.232284,17.232284,17.232284,17.46875,17.46875,17.027707,
826.3584,17.69061,16.59997,17.215791,17.17817,17.17817,17.227929,17.227929,17.227929,16.82805,16.82805,17.15003,17.15003,17.15003,17.19061,17.19061,17.19061,16.89677,16.89677,16.89677,17.22186,17.22186,17.22186,17.44061,17.44061,16.86241,
826.6400,17.516036,16.650905,17.364309,17.387541,17.387541,16.958882,16.958882,16.958882,16.869655,16.869655,17.184827,17.184827,17.184827,17.016036,17.016036,17.016036,16.875,16.875,16.875,16.875823,16.875823,16.875823,17.380345,17.380345,16.929482,
826.9216,17.29687,16.685269,17.287944,17.145083,17.145083,16.9375,16.9375,16.9375,16.845981,16.845981,16.752222,16.752222,16.752222,16.651778,16.651778,16.651778,16.875,16.875,16.875,17.04688,17.04688,17.04688,17.520093,17.520093,16.850444,
827.2031,17.016076,16.6875,16.839293,17.125,17.125,16.966964,16.966964,16.966964,16.814286,16.814286,16.512503,16.512503,16.512503,16.300898,16.300898,16.300898,16.904464,16.904464,16.904464,17.474993,17.474993,17.474993,17.76696,17.76696,16.932141,
827.4847,16.641042,16.627674,17.350937,17.424132,17.424132,16.938837,16.938837,16.938837,16.543282,16.543282,16.739305,16.739305,16.739305,17.058992,17.058992,17.058992,16.786597,16.786597,16.786597,16.811997,16.811997,16.811997,17.2129,17.2129,16.488803,
827.7662,16.625,16.746466,17.2839,17.133834,17.133834,16.724934,16.724934,16.724934,16.591983,16.591983,16.780367,16.780367,16.780367,16.820451,16.820451,16.820451,16.993816,16.993816,16.993816,16.69015,16.69015,16.69015,17.035667,17.035667,16.681316,
828.0478,16.655824,16.934944,17.157954,16.693463,16.693463,16.811222,16.811222,16.811222,16.624574,16.624574,16.842898,16.842898,16.842898,16.627556,16.627556,16.627556,17.585657,17.585657,17.585657,16.964916,16.964916,16.964916,16.815482,16.815482,16.779972,
828.3294,16.750071,16.843643,17.093572,16.843786,16.843786,16.750427,16.750427,16.750427,16.844427,16.844427,16.750285,16.750285,16.750285,16.687749,16.687749,16.687749,17.843145,17.843145,17.843145,16.81282,16.81282,16.81282,16.81307,16.81307,17.031143,
828.6109,16.813001,16.748496,16.936999,16.871491,16.871491,17.12901,17.12901,17.12901,17.440508,17.440508,17.001003,17.001003,17.001003,16.908757,16.908757,16.908757,17.301471,17.301471,17.301471,17.092747,17.092747,17.092747,17.315007,17.315007,16.9375,
828.8925,16.842779,16.661106,16.907221,16.668874,16.668874,17.38374,17.38374,17.38374,17.625,17.625,17.065413,17.065413,17.065413,17.064442,17.064442,17.064442,16.630827,16.630827,16.630827,17.025423,17.025423,17.025423,17.46875,17.46875,16.935558,
829.1740,16.8125,16.81828,16.941835,17.08562,17.08562,17.663475,17.663475,17.663475,17.62211,17.62211,17.15625,17.15625,17.15625,17.12211,17.12211,17.12211,16.8414,16.8414,16.8414,16.84664,16.84664,16.84664,17.458635,17.458635,16.876445,
829.4556,16.816346,16.912501,17.037019,17.554808,17.554808,17.758656,17.758656,17.758656,17.549039,17.549039,17.121636,17.121636,17.121636,17.050962,17.050962,17.050962,17.452884,17.452884,17.452884,16.921634,16.921634,16.921634,17.265384,17.265384,16.919711,
829.7372,16.860569,16.543276,17.079303,17.427879,17.427879,16.949526,16.949526,16.949526,17.326914,17.326914,16.596155,16.596155,16.596155,16.882215,16.882215,16.882215,17.685095,17.685095,17.685095,17.137009,17.137009,17.137009,17.5,17.5,17.12981,
830.0187,16.693283,16.70774,16.496554,17.286478,17.286478,17.102424,17.102424,17.102424,17.10476,17.10476,16.668371,16.668371,16.668371,16.971641,16.971641,16.971641,17.612879,17.612879,17.612879,16.897576,16.897576,16.897576,17.497109,17.497109,17.184609,
830.3003,16.729709,16.926541,16.166395,17.027868,17.027868,17.173973,17.173973,17.173973,16.913014,16.913014,17.137713,17.137713,17.137713,16.996618,16.996618,16.996618,17.177355,17.177355,17.177355,16.829409,16.829409,16.829409,17.472132,17.472132,17.169777,
830.5819,16.566376,17.09375,16.339154,17,17,17.023737,17.023737,17.023737,16.984255,16.984255,17.496124,17.496124,17.496124,16.957121,16.957121,16.957121,17.078245,17.078245,17.078245,16.964874,16.964874,16.964874,17.480619,17.480619,17.289003,
830.8634,16.606875,17.133124,17.029999,17.00875,17.00875,16.763125,16.763125,16.763125,17.124375,17.124375,17.416251,17.416251,17.416251,16.84875,16.84875,16.84875,16.95125,16.95125,16.95125,16.950625,16.950625,16.950625,17.356875,17.356875,17.335,
831.1450,16.711889,17.399389,17.372106,17.086889,17.086889,16.88765,16.88765,16.88765,17.292989,17.292989,17.04985,17.04985,17.04985,16.726522,16.726522,16.726522,16.84375,16.84375,16.84375,17.016617,17.016617,17.016617,17.432622,17.432622,17.247106,
