,Live Spectrum 26-10-2023 13:19:37,,Live Spectrum 26-10-2023 13:20:38,,Live Spectrum 26-10-2023 13:20:38,,Live Spectrum 26-10-2023 13:20:43,,Live Spectrum 26-10-2023 13:20:45,,Live Spectrum 26-10-2023 13:20:46,,Live Spectrum 26-10-2023 13:21:03,,Live Spectrum 26-10-2023 13:21:04,,Live Spectrum 26-10-2023 13:21:05,
Wavelength [nm],Intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,
776.7243,17.260357,775.6774,17.899332,775.6774,17.651477,775.6774,17.029815,775.6774,18.013835,775.6774,17.482585,775.6774,17.091605,775.6774,17.040554,775.6774,18.054389,
777.0065,17.20084,775.9589,17.921129,775.9589,17.289187,775.9589,16.479174,775.9589,17.803568,775.9589,17.526298,775.9589,17.539187,775.9589,17.164187,775.9589,17.991566,
777.2888,17.152451,776.2405,17.750187,776.2405,17.304734,776.2405,17.108532,776.2405,17.578219,776.2405,18.093563,776.2405,17.570266,776.2405,17.179734,776.2405,17.867234,
777.5711,17.199622,776.5221,17.580277,776.5221,17.319237,776.5221,17.630015,776.5221,17.538847,776.5221,18.081137,776.5221,17.624139,776.5221,17.239821,776.5221,17.790569,
777.8534,17.254491,776.8036,17.358614,776.8036,17.482091,776.8036,17.848319,776.8036,17.629386,776.8036,17.631092,776.8036,17.770772,776.8036,17.574318,776.8036,17.558114,
778.1356,17.212047,777.0852,17.420788,777.0852,17.654076,777.0852,17.446196,777.0852,17.872826,777.0852,17.257269,777.0852,17.959307,777.0852,17.761617,777.0852,17.321943,
778.4179,17.228652,777.3667,17.497186,777.3667,17.792655,777.3667,17.012736,777.3667,17.911877,777.3667,17.288359,777.3667,18.03125,777.3667,17.51555,777.3667,17.285545,
778.7002,17.234629,777.6483,17.59375,777.6483,17.944452,777.6483,16.822894,777.6483,17.690942,777.6483,17.298596,777.6483,17.982586,777.6483,17.159624,777.6483,17.413202,
778.9825,17.300105,777.9299,17.620941,777.9299,17.8192,777.9299,16.797584,777.9299,17.668525,777.9299,17.392752,777.9299,17.676545,777.9299,16.93212,777.9299,17.315141,
779.2647,17.321607,778.2114,17.652287,778.2114,17.254665,778.2114,16.955457,778.2114,17.9375,778.2114,17.773324,778.2114,17.167561,778.2114,17.402865,778.2114,16.961402,
779.5470,17.27792,778.4930,17.341273,778.4930,17.266711,778.4930,16.886757,778.4930,17.950495,778.4930,17.190282,778.4930,17.152229,778.4930,17.962252,778.4930,17.300743,
779.8293,17.247145,778.7745,17.081046,778.7745,17.731964,778.7745,16.8125,778.7745,17.993648,778.7745,16.799286,778.7745,17.375,778.7745,17.899388,778.7745,17.222552,
780.1115,17.291739,779.0561,17.049877,779.0561,17.937296,779.0561,16.855964,779.0561,17.919077,779.0561,16.662255,779.0561,17.412255,779.0561,17.874182,779.0561,16.618791,
780.3938,17.303742,779.3377,17.185691,779.3377,17.989671,779.3377,17.067665,779.3377,17.676266,779.3377,16.915675,779.3377,17.592846,779.3377,18.283963,779.3377,16.66051,
780.6761,17.272173,779.6192,17.514616,779.6192,17.586656,779.6192,17.260274,779.6192,17.488136,779.6192,17.533573,779.6192,17.695022,779.6192,17.793543,779.6192,17.091731,
780.9584,17.269663,779.9008,17.861143,779.9008,17.144655,779.9008,17.466489,779.9008,17.402714,779.9008,18.401727,779.9008,17.564761,779.9008,17.405263,779.9008,17.738405,
781.2406,17.231872,780.1824,17.988497,780.1824,17.139081,780.1824,17.576751,780.1824,17.182004,780.1824,18.429597,780.1824,17.352505,780.1824,17.699173,780.1824,17.568507,
781.5229,17.233522,780.4639,18.21875,780.4639,17.365901,780.4639,17.477849,780.4639,16.946992,780.4639,17.439477,780.4639,17.001977,780.4639,17.292719,780.4639,17.097704,
781.8052,17.207527,780.7455,18.180864,780.7455,17.479575,780.7455,17.299228,780.7455,17.319136,780.7455,17.588338,780.7455,17.183311,780.7455,17.802899,780.7455,17.45496,
782.0874,17.224137,781.0270,17.952394,781.0270,17.53125,781.0270,16.93221,781.0270,17.473552,781.0270,17.520183,781.0270,17.338948,781.0270,17.832196,781.0270,17.68221,
782.3697,17.212577,781.3086,17.641203,781.3086,17.515741,781.3086,16.89591,781.3086,17.317901,781.3086,17.296991,781.3086,17.46358,781.3086,17.47909,781.3086,17.609722,
782.6520,17.204865,781.5902,17.219682,781.5902,17.442553,781.5902,16.833644,781.5902,17.172341,781.5902,17.309703,781.5902,17.386971,781.5902,17.667679,781.5902,17.354788,
782.9343,17.236202,781.8717,17.047683,781.8717,17.478628,781.8717,16.801006,781.8717,17.078933,781.8717,17.796067,781.8717,17.115122,781.8717,18.300915,781.8717,17.254939,
783.2165,17.16774,782.1533,17.007374,782.1533,17.569874,782.1533,16.896594,782.1533,17.04828,782.1533,17.870172,782.1533,17.03836,782.1533,17.790378,782.1533,17.315046,
783.4988,17.088281,782.4348,17.22819,782.4348,17.80013,782.4348,16.86263,782.4348,17.3125,782.4348,17.881509,782.4348,16.977049,782.4348,17.198729,782.4348,17.5,
783.7811,17.107009,782.7164,17.304324,782.7164,17.90625,782.7164,17.042586,782.7164,17.3125,782.7164,18.061447,782.7164,17.301164,782.7164,17.497492,782.7164,17.523074,
784.0634,17.264736,782.9980,17.478113,782.9980,17.915275,782.9980,17.549977,782.9980,17.321525,782.9980,17.85695,782.9980,16.870487,782.9980,17.816674,782.9980,17.665275,
784.3456,17.432374,783.2795,17.767297,783.2795,17.937856,783.2795,18.035663,783.2795,17.36176,783.2795,17.745587,783.2795,16.914364,783.2795,17.59005,783.2795,17.723163,
784.6279,17.402388,783.5611,18.071134,783.5611,17.685244,783.5611,18.015012,783.5611,17.298518,783.5611,17.636725,783.5611,17.451677,783.5611,17.183183,783.5611,17.724097,
784.9102,17.344091,783.8427,18.133448,783.8427,17.285474,783.8427,17.668064,783.8427,17.40625,783.8427,17.057419,783.8427,18.112329,783.8427,17.228055,783.8427,17.545605,
785.1924,17.350351,784.1242,18.170966,784.1242,17.353835,784.1242,17.347883,784.1242,17.377316,784.1242,16.674602,784.1242,18.006449,784.1242,17.716434,784.1242,17.416833,
785.4747,17.36916,784.4058,18.050362,784.4058,17.657369,784.4058,17.415461,784.4058,17.195592,784.4058,17.101153,784.4058,17.847796,784.4058,17.934573,784.4058,17.289342,
785.7570,17.321177,784.6873,17.941018,784.6873,17.835382,784.6873,17.643921,784.6873,17.325274,784.6873,17.725785,784.6873,17.815573,784.6873,18.053688,784.6873,17.308094,
786.0393,17.254852,784.9689,17.765522,784.9689,17.550859,784.9689,17.355391,784.9689,17.828228,784.9689,17.328228,784.9689,17.379087,784.9689,17.527576,784.9689,17.093543,
786.3215,17.201462,785.2505,17.844584,785.2505,17.46875,785.2505,17.422292,785.2505,17.707344,785.2505,17.241562,785.2505,17.160886,785.2505,17.254636,785.2505,17.335312,
786.6038,17.183082,785.5320,17.584006,785.5320,17.46875,785.5320,17.27896,785.5320,17.651087,785.5320,17.39507,785.5320,16.953843,785.5320,17.058773,785.5320,17.481367,
786.8861,17.287787,785.8136,17.237398,785.8136,17.512602,785.8136,17.00567,785.8136,17.840096,785.8136,17.279611,785.8136,16.854713,785.8136,17.038559,785.8136,17.332787,
787.1683,17.234365,786.0951,16.92776,786.0951,17.83658,786.0951,16.8125,786.0951,17.78382,786.0951,17.049175,786.0951,16.98052,786.0951,17.10809,786.0951,17.239245,
787.4506,17.207202,786.3767,17.15005,786.3767,17.788287,786.3767,16.816019,786.3767,17.481569,786.3767,17.198056,786.3767,17.358243,786.3767,17.204675,786.3767,17.15625,
787.7329,17.266421,786.6583,17.642126,786.6583,17.84375,786.6583,16.857572,786.6583,16.80574,786.6583,17.308894,786.6583,17.753305,786.6583,17.090295,786.6583,17.173527,
788.0152,17.291469,786.9398,18.000693,786.9398,17.864121,786.9398,16.944983,786.9398,16.57809,786.9398,17.514274,786.9398,18.000693,786.9398,17.086267,786.9398,17.309105,
788.2974,17.307289,787.2214,17.786719,787.2214,18.03125,787.2214,16.806747,787.2214,17.255469,787.2214,17.39169,787.2214,17.739986,787.2214,17.337997,787.2214,17.304616,
788.5797,17.300931,787.5030,18.126589,787.5030,18.01483,787.5030,17.330509,787.5030,17.592055,787.5030,17.554238,787.5030,17.63983,787.5030,17.884746,787.5030,17.526271,
788.8620,17.305975,787.7845,18.403017,787.7845,17.887931,787.7845,17.779096,787.7845,17.834051,787.7845,17.746767,787.7845,17.509699,787.7845,18.496767,787.7845,17.746767,
789.1443,17.326303,788.0661,18.317672,788.0661,17.974521,788.0661,18.015326,788.0661,17.772294,788.0661,17.715565,788.0661,17.616044,788.0661,18.430532,788.0661,17.706011,
789.4265,17.325043,788.3476,17.765401,788.3476,17.75,788.3476,17.86558,788.3476,17.99073,788.3476,17.69378,788.3476,17.850179,788.3476,18.037231,788.3476,17.556071,
789.7088,17.336211,788.6292,17.340652,788.6292,17.728313,788.6292,17.815329,788.6292,18.153421,788.6292,17.777883,788.6292,18.230873,788.6292,17.51576,788.6292,17.206358,
789.9911,17.342784,788.9108,17.324737,788.9108,17.546547,788.9108,18.121941,788.9108,17.807038,788.9108,18.049606,788.9108,18.631119,788.9108,17.371941,788.9108,17.096809,
790.2733,17.228886,789.1923,17.361908,789.1923,17.633074,789.1923,18.160271,789.1923,17.450608,789.1923,18.173395,789.1923,18.65424,789.1923,17.352821,789.1923,17.170355,
790.5556,17.172904,789.4739,16.689152,789.4739,17.127991,789.4739,18.715446,789.4739,17.272277,789.4739,17.744018,789.4739,18.313839,789.4739,17.446473,789.4739,17.575803,
790.8379,17.119818,789.7554,17.023693,789.7554,17.165135,789.7554,18.049326,789.7554,17.175653,789.7554,17.666769,789.7554,17.998672,789.7554,17.510519,789.7554,17.429943,
791.1202,17.140413,790.0370,17.279353,790.0370,17.232388,790.0370,17.627935,790.0370,17.085982,790.0370,17.451138,790.0370,17.693371,790.0370,17.297824,790.0370,17.685603,
791.4024,17.092015,790.3186,17.574148,790.3186,17.059588,790.3186,17.679546,790.3186,17.324148,790.3186,17.287074,790.3186,17.77912,790.3186,17.095097,790.3186,17.962926,
791.6847,17.117763,790.6001,17.678824,790.6001,17.048602,790.6001,17.912034,790.6001,17.443284,790.6001,17.352426,790.6001,18.068284,790.6001,16.511568,790.6001,17.886006,
791.9670,17.184208,790.8817,17.59375,790.8817,17.244625,790.8817,17.9745,790.8817,17.477,790.8817,17.46625,790.8817,18.110625,790.8817,16.639375,790.8817,17.701875,
792.2492,17.176329,791.1633,17.573722,791.1633,17.534334,791.1633,18.019805,791.1633,17.238555,791.1633,17.767167,791.1633,17.940139,791.1633,16.807,791.1633,17.892389,
792.5315,17.233937,791.4448,17.394953,791.4448,17.906355,791.4448,17.806485,791.4448,17.170607,791.4448,17.829183,791.4448,17.596391,791.4448,17.048248,791.4448,18.315141,
792.8138,17.330435,791.7264,17.585221,791.7264,18.235807,791.7264,16.801128,791.7264,17.619314,791.7264,16.752843,791.7264,17,791.7264,16.897721,791.7264,17.721593,
793.0961,17.369208,792.0079,17.497161,792.0079,18.411927,792.0079,16.724401,792.0079,17.548307,792.0079,16.826666,792.0079,17.053932,792.0079,16.835208,792.0079,17.747161,
793.3783,17.370787,792.2895,17.46875,792.2895,18.451726,792.2895,17.110774,792.2895,17.400575,792.2895,17.340833,792.2895,17.579563,792.2895,17.127758,792.2895,17.713075,
793.6606,17.383557,792.5711,17.454554,792.5711,18.267054,792.5711,17.312482,792.5711,17.34375,792.5711,17.931821,792.5711,17.428982,792.5711,17.772732,792.5711,17.65625,
793.9429,17.298327,792.8526,17.3125,792.8526,18.122156,792.8526,17.653444,792.8526,17.355128,792.8526,17.846556,792.8526,17.340906,792.8526,17.653367,792.8526,17.667628,
794.2251,17.227964,793.1342,17.326764,793.1342,18.068075,793.1342,17.931795,793.1342,17.517246,793.1342,17.571058,793.1342,17.329616,793.1342,17.283973,793.1342,17.809777,
794.5074,17.252528,793.4157,17.474478,793.4157,17.821093,793.4157,17.883593,793.4157,18.037235,793.4157,17.687757,793.4157,17.511457,793.4157,16.997136,793.4157,18.108071,
794.7897,17.187611,793.6973,17.496702,793.6973,17.868823,793.6973,17.905413,793.6973,18.299728,793.6973,17.951058,793.6973,17.613484,793.6973,17.000419,793.6973,18.192421,
795.0720,17.191899,793.9789,17.2026,793.9789,17.497103,793.9789,17.287044,793.9789,17.270278,793.9789,17.462956,793.9789,17.523175,793.9789,17.283531,793.9789,17.619206,
795.3542,17.136876,794.2604,17.720446,794.2604,17.45416,794.2604,17.29998,794.2604,17.46875,794.2604,17.382906,794.2604,17.770426,794.2604,16.976656,794.2604,17.539156,
795.6365,17.145919,794.5420,18.340808,794.5420,17.338981,794.5420,16.892654,794.5420,17.465808,794.5420,17.120942,794.5420,17.951096,794.5420,16.75,794.5420,17.318385,
795.9188,17.168299,794.8235,18.256071,794.8235,17.59078,794.8235,17.08626,794.8235,17.476109,794.8235,16.78125,794.8235,17.75749,794.8235,16.7797,794.8235,17.35124,
796.2011,17.189844,795.1051,17.676739,795.1051,17.550497,795.1051,17.285493,795.1051,17.885761,795.1051,16.78125,795.1051,17.525248,795.1051,17.0625,795.1051,17.134002,
796.4833,17.218512,795.3867,17.290354,795.3867,17.398047,795.3867,17.046424,795.3867,18.253937,795.3867,16.78732,795.3867,17.46268,795.3867,17.038221,795.3867,17.21875,
796.7656,17.16858,795.6682,17.408793,795.6682,17.003601,795.6682,17.175212,795.6682,17.966207,795.6682,16.865255,795.6682,17.430827,795.6682,16.787923,795.6682,17.209534,
797.0479,17.198265,795.9498,17.690736,795.9498,16.815366,795.9498,17.071838,795.9498,17.606447,795.9498,17.134091,795.9498,17.650025,795.9498,16.621641,795.9498,17.153014,
797.3301,17.217615,796.2314,17.446969,796.2314,17.428345,796.2314,17.153094,796.2314,17.200441,796.2314,17.762311,796.2314,17.581124,796.2314,17.127842,796.2314,17.333651,
797.6124,17.324388,796.5129,17.518436,796.5129,17.625,796.5129,17.128204,796.5129,17.625786,796.5129,17.600157,796.5129,17.481564,796.5129,16.878204,796.5129,16.719536,
797.8947,17.36309,796.7945,17.363949,796.7945,17.585953,796.7945,17.162758,796.7945,17.88998,796.7945,17.610695,796.7945,17.603512,796.7945,16.92252,796.7945,17.065078,
798.1770,17.281221,797.0760,16.996692,797.0760,17.27646,797.0760,17.241903,797.0760,17.76323,797.0760,17.228673,797.0760,17.66104,797.0760,17.115421,797.0760,17.634923,
798.4592,17.251255,797.3576,17.009123,797.3576,17.540373,797.3576,17.450958,797.3576,17.895187,797.3576,17.305771,797.3576,17.400491,797.3576,17.589416,797.3576,17.671648,
798.7415,17.215594,797.6392,17.350599,797.6392,17.929795,797.6392,17.576199,797.6392,18.021404,797.6392,17.273973,797.6392,17.127997,797.6392,17.829623,797.6392,17.312072,
799.0238,17.212532,797.9207,17.371368,797.9207,18.395929,797.9207,17.690988,797.9207,17.617736,797.9207,17.493167,797.9207,17.476014,797.9207,17.958285,797.9207,17.660169,
799.3060,17.086731,798.2023,17.07242,798.2023,18.480735,798.2023,17.69742,798.2023,17.0625,798.2023,17.683945,798.2023,18.034805,798.2023,17.84656,798.2023,18.377065,
799.5883,17.103982,798.4838,16.964252,798.4838,17.803874,798.4838,17.563876,798.4838,17.084251,798.4838,17.685251,798.4838,18.011748,798.4838,17.635875,798.4838,17.877249,
799.8706,17.036759,798.7654,17.45803,798.7654,17.522192,798.7654,17.797706,798.7654,17.272192,798.7654,17.898853,798.7654,17.588014,798.7654,17.74464,798.7654,17.641456,
800.1529,16.989833,799.0470,17.828648,799.0470,17.755457,799.0470,17.649746,799.0470,17.452602,799.0470,17.84375,799.0470,17.286072,799.0470,17.9375,799.0470,17.527475,
800.4351,17.110139,799.3285,17.664773,799.3285,18.257711,799.3285,17.367289,799.3285,17.574066,799.3285,17.797484,799.3285,17.055195,799.3285,17.918223,799.3285,17.465301,
800.7174,17.201365,799.6101,17.265494,799.6101,18.233721,799.6101,17.355828,799.6101,17.683823,799.6101,17.452994,799.6101,16.753677,799.6101,17.789128,799.6101,17.222689,
800.9997,17.270063,799.8917,17.236765,799.8917,17.651268,799.8917,17.632095,799.8917,17.899155,799.8917,17.31557,799.8917,16.622886,799.8917,17.87193,799.8917,17.229871,
801.2820,17.262429,800.1732,17.859453,800.1732,17.463873,800.1732,17.407011,800.1732,18.037804,800.1732,17.100304,800.1732,17.105337,800.1732,18.095427,800.1732,17.07317,
801.5642,17.260863,800.4548,18.240298,800.4548,17.864797,800.4548,17.214682,800.4548,17.837115,800.4548,17.01748,800.4548,17.589541,800.4548,18.346176,800.4548,16.945919,
801.8465,17.253861,800.7363,17.301792,800.7363,17.956937,800.7363,18.537767,800.7363,17.602363,800.7363,17.557088,800.7363,17.497905,800.7363,18.528049,800.7363,17.073208,
802.1288,17.2477,801.0179,16.85697,801.0179,17.656654,801.0179,18.165467,801.0179,17.673876,801.0179,17.73197,801.0179,17.062904,801.0179,18.255214,801.0179,17.597349,
802.4110,17.233912,801.2995,17.000644,801.2995,17.500322,801.2995,18.053801,801.2995,17.848904,801.2995,17.785438,801.2995,16.861469,801.2995,17.861147,801.2995,18.018041,
802.6933,17.23564,801.5810,17.44426,801.5810,17.733673,801.5810,18.164413,801.5810,18.296173,801.5810,17.588061,801.5810,16.785867,801.5810,17.59375,801.5810,18.083444,
802.9756,17.24899,801.8626,17.829567,801.8626,18.014183,801.8626,18.007611,801.8626,18.534133,801.8626,17.341906,801.8626,16.878689,801.8626,17.626844,801.8626,17.824839,
803.2579,17.238189,802.1441,17.759683,802.1441,18.069542,802.1441,17.850792,802.1441,18.297534,802.1441,17.175616,802.1441,17.293574,802.1441,17.860916,802.1441,17.680017,
803.5401,17.172709,802.4257,17.837294,802.4257,17.917665,802.4257,17.723709,802.4257,17.785741,802.4257,17.311003,802.4257,17.556044,802.4257,18.159712,802.4257,17.42412,
803.8224,17.159485,802.7073,17.97383,802.7073,17.822659,802.7073,17.739841,802.7073,17.398852,802.7073,17.397637,802.7073,17.768772,802.7073,18.277716,802.7073,17.243375,
804.1047,17.200255,802.9888,18.015611,802.9888,17.885407,802.9888,17.718722,802.9888,17.869768,802.9888,17.067675,802.9888,18.109446,802.9888,17.895871,802.9888,17.546861,
804.3869,17.208543,803.2704,18.072425,803.2704,17.926838,803.2704,17.896325,803.2704,18.010662,803.2704,17.29798,803.2704,17.67077,803.2704,17.63952,803.2704,17.625,
804.6692,17.184793,803.5520,17.925053,803.5520,17.896848,803.5520,17.967227,803.5520,18.051576,803.5520,17.547636,803.5520,17.393803,803.5520,17.357091,803.5520,17.619538,
804.9515,17.177076,803.8335,17.634802,803.8335,17.994403,803.8335,17.694973,803.8335,17.988807,803.8335,17.591421,803.8335,17.1875,803.8335,17.057842,803.8335,17.532188,
805.2338,17.202669,804.1151,17.278672,804.1151,17.96875,804.1151,17.116109,804.1151,17.954703,804.1151,17.414562,804.1151,17.221906,804.1151,16.790141,804.1151,17.227062,
805.5160,17.244599,804.3966,17.44738,804.3966,17.962874,804.3966,16.990381,804.3966,18.043001,804.3966,17.306624,804.3966,17.380876,804.3966,17.015756,804.3966,17.089746,
805.7983,17.253999,804.6782,17.733369,804.6782,17.895357,804.6782,17.21875,804.6782,18.105791,804.6782,17.299311,804.6782,17.388189,804.6782,17.290996,804.6782,16.919439,
806.0806,17.269422,804.9598,18.051787,804.9598,17.706412,804.9598,17.2681,804.9598,18.150081,804.9598,17.455194,804.9598,17.306331,804.9598,17.575244,804.9598,17.010306,
806.3629,17.280777,805.2413,17.436795,805.2413,17.675211,805.2413,17.449789,805.2413,18.181884,805.2413,17.863416,805.2413,17.331814,805.2413,17.588487,805.2413,17.731743,
806.6451,17.253849,805.5229,17.155121,805.5229,17.801806,805.5229,17.368524,805.5229,18.36092,805.5229,18.23283,805.5229,17.544201,805.5229,18.02816,805.5229,17.958056,
806.9274,17.204301,805.8044,16.984809,805.8044,18.039807,805.8044,17.40346,805.8044,18.101252,805.8044,18.300099,805.8044,17.540674,805.8044,18.388269,805.8044,18.182788,
807.2097,17.191813,806.0860,17.009603,806.0860,18.14672,806.0860,17.713357,806.0860,17.754063,806.0860,17.92664,806.0860,17.398123,806.0860,18.423907,806.0860,18.28125,
807.4919,17.287687,806.3676,17.844073,806.3676,17.993038,806.3676,18.03125,806.3676,17.718912,806.3676,18.034812,806.3676,17.600712,806.3676,18.277526,806.3676,18.2534,
807.7742,17.328861,806.6491,18.231328,806.6491,17.961618,806.6491,17.94567,806.6491,17.9375,806.6491,18.213303,806.6491,17.66779,806.6491,17.887578,806.6491,18.106328,
808.0565,17.252771,806.9307,17.887194,806.9307,17.966718,806.9307,17.648946,806.9307,17.827934,806.9307,18.413554,806.9307,17.74676,806.9307,17.660315,806.9307,17.879065,
808.3388,17.179947,807.2123,17.439672,807.2123,18.159749,807.2123,17.512789,807.2123,17.438827,807.2123,18.287886,807.2123,17.695826,807.2123,17.446308,807.2123,17.814672,
808.6210,17.175874,807.4938,17.98164,807.4938,18.476411,807.4938,17.125608,807.4938,17.336089,807.4938,17.919748,807.4938,18.180447,807.4938,17.405642,807.4938,18.257053,
808.9033,17.14096,807.7754,18.429782,807.7754,18.421561,807.7754,16.952811,807.7754,17.281124,807.7754,18.320595,807.7754,17.960529,807.7754,17.515688,807.7754,18.186746,
809.1856,17.138882,808.0569,18.411661,808.0569,18.115222,808.0569,16.71875,808.0569,17.227654,808.0569,18.587466,808.0569,17.608065,808.0569,17.586593,808.0569,17.496507,
809.4678,17.119116,808.3385,18.074037,808.3385,17.939135,808.3385,16.71875,808.3385,17.384857,808.3385,18.610237,808.3385,17.419422,808.3385,17.590479,808.3385,17.256541,
809.7501,17.10529,808.6201,17.911073,808.6201,18.123819,808.6201,16.735581,808.6201,17.5,808.6201,18.092519,808.6201,17.289665,808.6201,17.389419,808.6201,17.894292,
810.0324,17.173604,808.9016,18.076524,808.9016,18.254418,808.9016,16.86738,808.9016,17.448322,808.9016,17.560514,808.9016,17.338339,808.9016,17.240394,808.9016,18.564709,
810.3147,17.236382,809.1832,18.022436,809.1832,17.778845,809.1832,17.234777,809.1832,17.286057,809.1832,16.974358,809.1832,17.379807,809.1832,16.933493,809.1832,18.141824,
810.5969,17.27211,809.4647,18.09019,809.4647,17.365981,809.4647,17.377295,809.4647,17.335997,809.4647,16.876266,809.4647,17.240348,809.4647,16.988054,809.4647,17.685205,
810.8792,17.291801,809.7463,18.284818,809.7463,17.362205,809.7463,16.871432,809.7463,17.652682,809.7463,17.215182,809.7463,16.970227,809.7463,17.362205,809.7463,18.144931,
811.1615,17.327425,810.0279,18.199871,810.0279,17.462886,810.0279,16.965818,810.0279,17.709311,810.0279,17.375643,810.0279,16.778318,810.0279,17.425129,810.0279,17.930993,
811.4438,17.354104,810.3094,18.13694,810.3094,17.661334,810.3094,17.089179,810.3094,17.610261,810.3094,17.603405,810.3094,17.104432,810.3094,17.372201,810.3094,17.814785,
811.7260,17.311541,810.5910,18.064128,810.5910,17.842122,810.5910,17.277995,810.5910,17.378255,810.5910,17.684245,810.5910,17.736871,810.5910,17.057509,810.5910,17.690755,
812.0083,17.219844,810.8726,17.959612,810.8726,17.90625,810.8726,17.416347,810.8726,17.239903,810.8726,17.8125,810.8726,17.662005,810.8726,16.833653,810.8726,17.532209,
812.2906,17.124213,811.1541,17.947264,811.1541,17.895927,811.1541,17.385883,811.1541,17.31166,811.1541,17.616356,811.1541,17.239957,811.1541,16.93638,811.1541,17.510043,
812.5728,17.046342,811.4357,18.157071,811.4357,17.780019,811.4357,17.228483,811.4357,17.521107,811.4357,17.134322,811.4357,17.314552,811.4357,17.261374,811.4357,17.794265,
812.8551,17.003004,811.7172,18.227314,811.7172,17.604537,811.7172,16.97398,811.7172,17.238885,811.7172,16.871665,811.7172,17.527915,811.7172,17.654355,811.7172,18.176713,
813.1374,17.046692,811.9988,18.00373,811.9988,17.713196,811.9988,16.841844,811.9988,16.636025,811.9988,16.709549,811.9988,17.420922,811.9988,18.036804,811.9988,18.222397,
813.4197,17.132064,812.2804,17.747453,812.2804,17.987656,812.2804,17.215125,812.2804,16.712578,812.2804,16.918984,812.2804,17.66389,812.2804,17.694751,812.2804,18.253625,
813.7019,17.178548,812.5619,17.756562,812.5619,18.19901,812.5619,17.36349,812.5619,16.950623,812.5619,17.264791,812.5619,17.694116,812.5619,17.248387,812.5619,18.001668,
813.9842,17.131411,812.8435,17.780931,812.8435,17.924784,812.8435,17.214405,812.8435,17.281569,812.8435,17.34375,812.8435,17.343431,812.8435,16.972457,812.8435,17.655612,
814.2665,17.091164,813.1250,17.540925,813.1250,17.353425,813.1250,16.987989,813.1250,17.413479,813.1250,17.295707,813.1250,17.223532,813.1250,16.875,813.1250,17.379782,
814.5487,17.119717,813.4066,17.40625,813.4066,17.071553,813.4066,16.981016,813.4066,17.411799,813.4066,17.304615,813.4066,17.465246,813.4066,17.04673,813.4066,17.486566,
814.8310,17.168291,813.6882,17.531508,813.6882,16.818698,813.6882,17.037577,813.6882,17.431173,813.6882,17.387397,813.6882,17.887784,813.6882,17.500387,813.6882,17.637655,
815.1133,17.177556,813.9697,17.693172,813.9697,17.011451,813.9697,17.208851,813.9697,17.375,813.9697,17.210188,813.9697,17.646137,813.9697,17.499893,813.9697,17.698844,
815.3956,17.17348,814.2513,17.695417,814.2513,17.461252,814.2513,17.518614,814.2513,17.296665,814.2513,17.180002,814.2513,17.013056,814.2513,17.159029,814.2513,17.625,
815.6778,17.202849,814.5328,17.696695,814.5328,17.811569,814.5328,17.891992,814.5328,17.080889,814.5328,17.383729,814.5328,16.964618,814.5328,17.343284,814.5328,17.558368,
815.9601,17.213446,814.8144,17.529796,814.8144,18.184905,814.8144,18.193003,814.8144,16.9375,814.8144,17.396698,814.8144,16.779796,814.8144,17.563954,814.8144,17.427948,
816.2424,17.192663,815.0960,17.336857,815.0960,18.371507,815.0960,18.170221,815.0960,17.03465,815.0960,17.302114,815.0960,16.7534,815.0960,17.78465,815.0960,17.444393,
816.5247,17.14096,815.3775,17.448244,815.3775,18.335448,815.3775,17.861326,815.3775,17.227052,815.3775,17.278321,815.3775,16.875,815.3775,17.934571,815.3775,17.446288,
816.8069,17.10206,815.6591,17.6875,815.6591,18.091096,815.6591,17.641804,815.6591,17.428066,815.6591,17.3125,815.6591,17.062795,815.6591,17.896521,815.6591,17.199292,
817.0892,17.032168,815.9407,17.51068,815.9407,17.84731,815.9407,17.551325,815.9407,17.50356,815.9407,17.327235,815.9407,17.384395,815.9407,17.738825,815.9407,16.97231,
817.3715,16.991433,816.2222,17.53792,816.2222,18.08181,816.2222,17.363554,816.2222,17.452528,816.2222,17.148386,816.2222,17.304636,816.2222,17.836586,816.2222,17.191782,
817.6537,17.062933,816.5038,17.719951,816.5038,18.344951,816.5038,17.234675,816.5038,17.330827,816.5038,16.9375,816.5038,17.078425,816.5038,18.03125,816.5038,17.239479,
817.9360,17.201706,816.7853,17.640625,816.7853,18.187498,816.7853,17.21875,816.7853,16.984372,816.7853,16.921875,816.7853,17.015624,816.7853,17.968749,816.7853,16.96875,
818.2183,17.228351,817.0669,17.593141,817.0669,17.918525,817.0669,17.266539,817.0669,16.76532,817.0669,17.049616,817.0669,17.048398,817.0669,17.826602,817.0669,17.191764,
818.5006,17.168084,817.3485,17.578738,817.3485,17.636336,817.3485,17.328738,817.3485,17.042278,817.3485,17.333639,817.3485,17.303614,817.3485,17.636336,817.3485,17.779716,
818.7828,17.123956,817.6300,17.560651,817.6300,17.431953,817.6300,17.178255,817.6300,17.610392,817.6300,17.584597,817.6300,17.534948,817.6300,17.630547,817.6300,18.042252,
